,0
4141,156.26
4142,156.35
4143,156.33
4144,156.23
4145,156.27
4146,156.39
4147,156.3
4148,156.33
4149,156.35
4150,156.31
4151,156.31
4152,156.41
4153,156.38
4154,156.34
4155,156.34
4156,156.37
4157,156.39
4158,156.46
4159,156.47
4160,156.37
4161,156.44
4162,156.52
4163,156.48
4164,156.52
4165,156.61
4166,156.55
4167,156.46
4168,156.52
4169,156.52
4170,156.46
4171,156.5
4172,156.55
4173,156.44
4174,156.44
4175,156.55
4176,156.56
4177,156.42
4178,156.41
4179,156.46
4180,156.38
4181,156.34
4182,156.41
4183,156.38
4184,156.33
4185,156.33
4186,156.3
4187,156.26
4188,156.34
4189,156.37
4190,156.28
4191,156.31
4192,156.33
4193,156.27
4194,156.33
4195,156.39
4196,156.31
4197,156.23
4198,156.3
4199,156.28
4200,156.27
4201,156.39
4202,156.39
4203,156.31
4204,156.31
4205,156.36
4206,156.36
4207,156.39
4208,156.46
4209,156.38
4210,156.3
4211,156.35
4212,156.36
4213,156.33
4214,156.34
4215,156.3
4216,156.18
4217,156.23
4218,156.36
4219,156.3
4220,156.25
4221,156.3
4222,156.23
4223,156.18
4224,156.27
4225,156.39
4226,156.37
4227,156.38
4228,156.38
4229,156.35
4230,156.39
4231,156.49
4232,156.49
4233,156.37
4234,156.35
4235,156.38
4236,156.35
4237,156.41
4238,156.46
4239,156.33
4240,156.25
4241,156.28
4242,156.26
4243,156.25
4244,156.33
4245,156.25
4246,156.15
4247,156.19
4248,156.22
4249,156.16
4250,156.25
4251,156.31
4252,156.22
4253,156.2
4254,156.27
4255,156.3
4256,156.34
4257,156.42
4258,156.42
4259,156.33
4260,156.36
4261,156.41
4262,156.33
4263,156.33
4264,156.35
4265,156.3
4266,156.27
4267,156.35
4268,156.35
4269,156.31
4270,156.31
4271,156.31
4272,156.3
4273,156.27
4274,156.34
4275,156.3
4276,156.18
4277,156.2
4278,156.23
4279,156.25
4280,156.35
4281,156.38
4282,156.31
4283,156.33
4284,156.41
4285,156.34
4286,156.31
4287,156.35
4288,156.23
4289,156.18
4290,156.23
4291,156.2
4292,156.18
4293,156.26
4294,156.25
4295,156.13
4296,156.12
4297,156.2
4298,156.22
4299,156.18
4300,156.23
4301,156.19
4302,156.13
4303,156.17
4304,156.26
4305,156.31
4306,156.33
4307,156.34
4308,156.31
4309,156.31
4310,156.39
4311,156.36
4312,156.31
4313,156.34
4314,156.31
4315,156.28
4316,156.31
4317,156.36
4318,156.27
4319,156.2
4320,156.23
4321,156.18
4322,156.2
4323,156.23
4324,156.15
4325,156.13
4326,156.23
4327,156.25
4328,156.16
4329,156.18
4330,156.18
4331,156.14
4332,156.23
4333,156.31
4334,156.26
4335,156.2
4336,156.23
4337,156.23
4338,156.17
4339,156.25
4340,156.26
4341,156.17
4342,156.18
4343,156.2
4344,156.2
4345,156.23
4346,156.27
4347,156.19
4348,156.14
4349,156.18
4350,156.19
4351,156.14
4352,156.17
4353,156.22
4354,156.13
4355,156.13
4356,156.25
4357,156.26
4358,156.19
4359,156.25
4360,156.25
4361,156.17
4362,156.26
4363,156.31
4364,156.19
4365,156.16
4366,156.23
4367,156.25
4368,156.27
4369,156.34
4370,156.35
4371,156.23
4372,156.23
4373,156.31
4374,156.3
4375,156.34
4376,156.41
4377,156.27
4378,156.2
4379,156.33
4380,156.34
4381,156.34
4382,156.39
4383,156.31
4384,156.17
4385,156.22
4386,156.3
4387,156.26
4388,156.28
4389,156.3
4390,156.19
4391,156.17
4392,156.23
4393,156.26
4394,156.25
4395,156.22
4396,156.2
4397,156.15
4398,156.13
4399,156.2
4400,156.16
4401,156.09
4402,156.14
4403,156.13
4404,156.13
4405,156.25
4406,156.26
4407,156.14
4408,156.17
4409,156.27
4410,156.22
4411,156.22
4412,156.31
4413,156.26
4414,156.17
4415,156.22
4416,156.2
4417,156.13
4418,156.23
4419,156.28
4420,156.17
4421,156.16
4422,156.23
4423,156.23
4424,156.23
4425,156.26
4426,156.2
4427,156.14
4428,156.17
4429,156.23
4430,156.23
4431,156.27
4432,156.25
4433,156.14
4434,156.15
4435,156.27
4436,156.28
4437,156.23
4438,156.25
4439,156.23
4440,156.14
4441,156.12
4442,156.2
4443,156.17
4444,156.09
4445,156.15
4446,156.16
4447,156.13
4448,156.18
4449,156.2
4450,156.09
4451,156.09
4452,156.16
4453,156.13
4454,156.15
4455,156.19
4456,156.12
4457,156.14
4458,156.22
4459,156.2
4460,156.2
4461,156.25
4462,156.26
4463,156.2
4464,156.25
4465,156.31
4466,156.28
4467,156.25
4468,156.28
4469,156.25
4470,156.22
4471,156.27
4472,156.31
4473,156.23
4474,156.22
4475,156.25
4476,156.19
4477,156.2
4478,156.25
4479,156.18
4480,156.09
4481,156.09
4482,156.14
4483,156.11
4484,156.14
4485,156.19
4486,156.11
4487,156.07
4488,156.15
4489,156.13
4490,156.13
4491,156.18
4492,156.12
4493,156.04
4494,156.06
4495,156.14
4496,156.18
4497,156.25
4498,156.31
4499,156.18
4500,156.12
4501,156.23
4502,156.19
4503,156.17
4504,156.19
4505,156.19
4506,156.09
4507,156.13
4508,156.23
4509,156.26
4510,156.3
4511,156.23
4512,156.19
4513,156.19
4514,156.25
4515,156.18
4516,156.07
4517,156.14
4518,156.18
4519,156.15
4520,156.16
4521,156.17
4522,156.12
4523,156.11
4524,156.23
4525,156.23
4526,156.18
4527,156.19
4528,156.16
4529,156.12
4530,156.18
4531,156.3
4532,156.23
4533,156.16
4534,156.18
4535,156.18
4536,156.18
4537,156.28
4538,156.31
4539,156.23
4540,156.25
4541,156.28
4542,156.22
4543,156.25
4544,156.3
4545,156.18
4546,156.13
4547,156.18
4548,156.22
4549,156.19
4550,156.26
4551,156.25
4552,156.12
4553,156.14
4554,156.26
4555,156.23
4556,156.23
4557,156.28
4558,156.2
4559,156.19
4560,156.27
4561,156.27
4562,156.26
4563,156.31
4564,156.34
4565,156.27
4566,156.25
4567,156.33
4568,156.3
4569,156.27
4570,156.31
4571,156.26
4572,156.2
4573,156.31
4574,156.42
4575,156.35
4576,156.3
4577,156.31
4578,156.25
4579,156.27
4580,156.37
4581,156.35
4582,156.28
4583,156.33
4584,156.33
4585,156.27
4586,156.36
4587,156.42
4588,156.38
4589,156.36
4590,156.37
4591,156.35
4592,156.31
4593,156.36
4594,156.27
4595,156.14
4596,156.25
4597,156.34
4598,156.27
4599,156.23
4600,156.26
4601,156.2
4602,156.2
4603,156.31
4604,156.25
4605,156.19
4606,156.23
4607,156.25
4608,156.17
4609,156.19
4610,156.27
4611,156.25
4612,156.28
4613,156.35
4614,156.3
4615,156.26
4616,156.35
4617,156.36
4618,156.26
4619,156.23
4620,156.3
4621,156.28
4622,156.36
4623,156.42
4624,156.35
4625,156.3
4626,156.31
4627,156.3
4628,156.3
4629,156.36
4630,156.34
4631,156.23
4632,156.26
4633,156.35
4634,156.37
4635,156.38
4636,156.38
4637,156.34
4638,156.31
4639,156.36
4640,156.39
4641,156.34
4642,156.34
4643,156.36
4644,156.28
4645,156.23
4646,156.34
4647,156.35
4648,156.31
4649,156.28
4650,156.23
4651,156.2
4652,156.25
4653,156.28
4654,156.16
4655,156.13
4656,156.19
4657,156.16
4658,156.12
4659,156.18
4660,156.23
4661,156.16
4662,156.16
4663,156.23
4664,156.22
4665,156.26
4666,156.3
4667,156.19
4668,156.15
4669,156.22
4670,156.22
4671,156.19
4672,156.23
4673,156.18
4674,156.13
4675,156.17
4676,156.19
4677,156.15
4678,156.19
4679,156.22
4680,156.11
4681,156.09
4682,156.15
4683,156.12
4684,156.09
4685,156.13
4686,156.18
4687,156.14
4688,156.15
4689,156.28
4690,156.15
4691,156.16
4692,156.23
4693,156.19
4694,156.17
4695,156.23
4696,156.23
4697,156.11
4698,156.14
4699,156.23
4700,156.15
4701,156.12
4702,156.14
4703,156.06
4704,156.06
4705,156.17
4706,156.15
4707,156.09
4708,156.12
4709,156.12
4710,156.06
4711,156.15
4712,156.23
4713,156.14
4714,156.14
4715,156.2
4716,156.19
4717,156.2
4718,156.27
4719,156.23
4720,156.15
4721,156.18
4722,156.23
4723,156.18
4724,156.2
4725,156.25
4726,156.18
4727,156.14
4728,156.18
4729,156.22
4730,156.18
4731,156.23
4732,156.23
4733,156.09
4734,156.09
4735,156.28
4736,156.28
4737,156.23
4738,156.26
4739,156.22
4740,156.17
4741,156.31
4742,156.33
4743,156.23
4744,156.26
4745,156.23
4746,156.2
4747,156.2
4748,156.26
4749,156.26
4750,156.19
4751,156.23
4752,156.2
4753,156.17
4754,156.23
4755,156.26
4756,156.15
4757,156.16
4758,156.23
4759,156.15
4760,156.17
4761,156.28
4762,156.22
4763,156.15
4764,156.23
4765,156.31
4766,156.3
4767,156.36
4768,156.36
4769,156.28
4770,156.31
4771,156.34
4772,156.31
4773,156.28
4774,156.28
4775,156.22
4776,156.17
4777,156.23
4778,156.23
4779,156.22
4780,156.23
4781,156.3
4782,156.23
4783,156.23
4784,156.31
4785,156.22
4786,156.18
4787,156.3
4788,156.28
4789,156.23
4790,156.31
4791,156.36
4792,156.31
4793,156.31
4794,156.3
4795,156.23
4796,156.25
4797,156.27
4798,156.25
4799,156.23
4800,156.23
4801,156.22
4802,156.2
4803,156.28
4804,156.26
4805,156.15
4806,156.14
4807,156.2
4808,156.19
4809,156.18
4810,156.28
4811,156.2
4812,156.14
4813,156.19
4814,156.19
4815,156.18
4816,156.22
4817,156.22
4818,156.14
4819,156.17
4820,156.28
4821,156.25
4822,156.16
4823,156.19
4824,156.2
4825,156.13
4826,156.17
4827,156.23
4828,156.16
4829,156.16
4830,156.22
4831,156.2
4832,156.18
4833,156.23
4834,156.2
4835,156.17
4836,156.17
4837,156.18
4838,156.23
4839,156.33
4840,156.34
4841,156.23
4842,156.17
4843,156.25
4844,156.23
4845,156.23
4846,156.34
4847,156.26
4848,156.17
4849,156.18
4850,156.23
4851,156.22
4852,156.17
4853,156.26
4854,156.23
4855,156.19
4856,156.2
4857,156.18
4858,156.19
4859,156.23
4860,156.23
4861,156.17
4862,156.17
4863,156.25
4864,156.23
4865,156.25
4866,156.26
4867,156.2
4868,156.28
4869,156.31
4870,156.34
4871,156.16
4872,156.16
4873,156.23
4874,156.2
4875,156.14
4876,156.19
4877,156.19
4878,156.18
4879,156.26
4880,156.22
4881,156.18
4882,156.2
4883,156.18
4884,156.15
4885,156.22
4886,156.34
4887,156.26
4888,156.19
4889,156.18
4890,156.15
4891,156.2
4892,156.26
4893,156.23
4894,156.17
4895,156.22
4896,156.25
4897,156.17
4898,156.22
4899,156.23
4900,156.12
4901,156.07
4902,156.11
4903,155.92
4904,155.63
4905,155.5
4906,155.2
4907,155.01
4908,154.99
4909,154.86
4910,154.63
4911,154.47
4912,154.37
4913,154.15
4914,153.94
4915,153.89
4916,153.81
4917,153.61
4918,153.48
4919,153.37
4920,153.21
4921,153.16
4922,153.13
4923,152.92
4924,152.78
4925,152.76
4926,152.63
4927,152.54
4928,152.57
4929,152.51
4930,152.4
4931,152.37
4932,152.32
4933,152.27
4934,152.3
4935,152.27
4936,152.11
4937,152.07
4938,152.11
4939,152.08
4940,152.05
4941,152.05
4942,151.95
4943,151.87
4944,151.84
4945,151.84
4946,151.81
4947,151.78
4948,151.76
4949,151.67
4950,151.62
4951,151.67
4952,151.66
4953,151.63
4954,151.64
4955,151.59
4956,151.49
4957,151.52
4958,151.56
4959,151.51
4960,151.52
4961,151.48
4962,151.4
4963,151.43
4964,151.55
4965,151.48
4966,151.38
4967,151.43
4968,151.38
4969,151.31
4970,151.4
4971,151.44
4972,151.4
4973,151.43
4974,151.51
4975,151.47
4976,151.44
4977,151.47
4978,151.41
4979,151.33
4980,151.38
4981,151.43
4982,151.4
4983,151.41
4984,151.38
4985,151.24
4986,151.27
4987,151.35
4988,151.28
4989,151.22
4990,151.24
4991,151.19
4992,151.14
4993,151.24
4994,151.25
4995,151.17
4996,151.17
4997,151.16
4998,151.11
4999,151.17
5000,151.25
5001,151.19
5002,151.17
5003,151.25
5004,151.19
5005,151.17
5006,151.3
5007,151.25
5008,151.1
5009,151.11
5010,151.17
5011,151.13
5012,151.17
5013,151.28
5014,151.16
5015,151.09
5016,151.16
5017,151.19
5018,151.19
5019,151.21
5020,151.13
5021,151.0
5022,151.06
5023,151.19
5024,151.17
5025,151.16
5026,151.16
5027,151.1
5028,151.09
5029,151.23
5030,151.25
5031,151.14
5032,151.19
5033,151.19
5034,151.14
5035,151.24
5036,151.31
5037,151.22
5038,151.19
5039,151.19
5040,151.19
5041,151.17
5042,151.25
5043,151.24
5044,151.16
5045,151.21
5046,151.23
5047,151.13
5048,151.14
5049,151.21
5050,151.14
5051,151.14
5052,151.21
5053,151.12
5054,151.08
5055,151.16
5056,151.16
5057,151.13
5058,151.19
5059,151.16
5060,151.06
5061,151.13
5062,151.17
5063,151.11
5064,151.12
5065,151.16
5066,151.1
5067,151.09
5068,151.12
5069,151.1
5070,151.09
5071,151.12
5072,151.1
5073,151.06
5074,151.08
5075,151.1
5076,151.11
5077,151.06
5078,151.1
5079,151.1
5080,151.09
5081,151.17
5082,151.17
5083,151.13
5084,151.16
5085,151.14
5086,151.1
5087,151.19
5088,151.27
5089,151.13
5090,151.09
5091,151.16
5092,151.11
5093,151.13
5094,151.16
5095,151.06
5096,151.02
5097,151.08
5098,151.09
5099,151.1
5100,151.13
5101,151.09
5102,151.06
5103,151.06
5104,151.12
5105,151.16
5106,151.19
5107,151.22
5108,151.19
5109,151.14
5110,151.19
5111,151.21
5112,151.19
5113,151.22
5114,151.27
5115,151.23
5116,151.17
5117,151.23
5118,151.16
5119,151.06
5120,151.11
5121,151.11
5122,151.11
5123,151.21
5124,151.19
5125,151.09
5126,151.14
5127,151.19
5128,151.13
5129,151.17
5130,151.3
5131,151.27
5132,151.24
5133,151.31
5134,151.31
5135,151.3
5136,151.35
5137,151.33
5138,151.24
5139,151.31
5140,151.4
5141,151.38
5142,151.31
5143,151.27
5144,151.22
5145,151.19
5146,151.24
5147,151.21
5148,151.16
5149,151.17
5150,151.17
5151,151.1
5152,151.11
5153,151.19
5154,151.14
5155,151.11
5156,151.14
5157,151.13
5158,151.13
5159,151.19
5160,151.17
5161,151.11
5162,151.17
5163,151.23
5164,151.22
5165,151.27
5166,151.32
5167,151.27
5168,151.21
5169,151.23
5170,151.24
5171,151.27
5172,151.32
5173,151.22
5174,151.14
5175,151.21
5176,151.24
5177,151.19
5178,151.12
5179,151.06
5180,151.0
5181,150.98
5182,151.06
5183,151.04
5184,151.02
5185,151.04
5186,151.04
5187,151.01
5188,151.06
5189,151.16
5190,151.11
5191,151.09
5192,151.11
5193,151.1
5194,151.16
5195,151.28
5196,151.3
5197,151.19
5198,151.22
5199,151.24
5200,151.21
5201,151.27
5202,151.24
5203,151.14
5204,151.14
5205,151.22
5206,151.22
5207,151.19
5208,151.25
5209,151.21
5210,151.08
5211,151.1
5212,151.16
5213,151.16
5214,151.19
5215,151.23
5216,151.16
5217,151.13
5218,151.24
5219,151.24
5220,151.21
5221,151.22
5222,151.13
5223,151.08
5224,151.16
5225,151.24
5226,151.17
5227,151.23
5228,151.28
5229,151.22
5230,151.21
5231,151.25
5232,151.17
5233,151.13
5234,151.21
5235,151.22
5236,151.19
5237,151.21
5238,151.19
5239,151.16
5240,151.24
5241,151.31
5242,151.19
5243,151.13
5244,151.17
5245,151.16
5246,151.17
5247,151.23
5248,151.19
5249,151.14
5250,151.19
5251,151.22
5252,151.19
5253,151.19
5254,151.21
5255,151.16
5256,151.14
5257,151.19
5258,151.19
5259,151.23
5260,151.34
5261,151.27
5262,151.17
5263,151.25
5264,151.32
5265,151.31
5266,151.34
5267,151.4
5268,151.32
5269,151.28
5270,151.41
5271,151.41
5272,151.36
5273,151.35
5274,151.27
5275,151.19
5276,151.25
5277,151.3
5278,151.22
5279,151.27
5280,151.33
5281,151.19
5282,151.24
5283,151.36
5284,151.28
5285,151.23
5286,151.27
5287,151.25
5288,151.25
5289,151.32
5290,151.32
5291,151.25
5292,151.27
5293,151.3
5294,151.32
5295,151.35
5296,151.36
5297,151.28
5298,151.24
5299,151.28
5300,151.31
5301,151.27
5302,151.25
5303,151.25
5304,151.17
5305,151.17
5306,151.25
5307,151.23
5308,151.19
5309,151.24
5310,151.22
5311,151.19
5312,151.23
5313,151.25
5314,151.17
5315,151.23
5316,151.27
5317,151.21
5318,151.28
5319,151.35
5320,151.27
5321,151.27
5322,151.34
5323,151.33
5324,151.34
5325,151.4
5326,151.34
5327,151.28
5328,151.32
5329,151.34
5330,151.3
5331,151.24
5332,151.32
5333,151.33
5334,151.27
5335,151.28
5336,151.27
5337,151.19
5338,151.19
5339,151.22
5340,151.14
5341,151.11
5342,151.19
5343,151.22
5344,151.19
5345,151.21
5346,151.16
5347,151.16
5348,151.24
5349,151.27
5350,151.16
5351,151.16
5352,151.21
5353,151.12
5354,151.17
5355,151.27
5356,151.17
5357,151.09
5358,151.13
5359,151.12
5360,151.13
5361,151.23
5362,151.19
5363,151.09
5364,151.13
5365,151.17
5366,151.13
5367,151.16
5368,151.24
5369,151.23
5370,151.23
5371,151.25
5372,151.24
5373,151.28
5374,151.3
5375,151.3
5376,151.24
5377,151.28
5378,151.34
5379,151.25
5380,151.23
5381,151.25
5382,151.24
5383,151.23
5384,151.28
5385,151.28
5386,151.25
5387,151.27
5388,151.25
5389,151.23
5390,151.3
5391,151.34
5392,151.21
5393,151.17
5394,151.24
5395,151.24
5396,151.24
5397,151.33
5398,151.32
5399,151.23
5400,151.27
5401,151.27
5402,151.19
5403,151.21
5404,151.27
5405,151.12
5406,151.09
5407,151.21
5408,151.21
5409,151.19
5410,151.17
5411,151.16
5412,151.16
5413,151.21
5414,151.16
5415,151.08
5416,151.16
5417,151.24
5418,151.22
5419,151.19
5420,151.21
5421,151.19
5422,151.14
5423,151.23
5424,151.3
5425,151.21
5426,151.19
5427,151.21
5428,151.21
5429,151.24
5430,151.33
5431,151.28
5432,151.16
5433,151.16
5434,151.16
5435,151.11
5436,151.16
5437,151.21
5438,151.16
5439,151.16
5440,151.16
5441,151.09
5442,151.16
5443,151.21
5444,151.06
5445,151.03
5446,151.09
5447,151.09
5448,151.14
5449,151.22
5450,151.16
5451,151.08
5452,151.12
5453,151.19
5454,151.16
5455,151.19
5456,151.21
5457,151.1
5458,151.04
5459,151.13
5460,151.14
5461,151.12
5462,151.16
5463,151.13
5464,151.1
5465,151.19
5466,151.25
5467,151.19
5468,151.19
5469,151.27
5470,151.21
5471,151.16
5472,151.27
5473,151.23
5474,151.16
5475,151.19
5476,151.19
5477,151.19
5478,151.31
5479,151.31
5480,151.16
5481,151.16
5482,151.21
5483,151.21
5484,151.17
5485,151.19
5486,151.14
5487,151.06
5488,151.09
5489,151.11
5490,151.1
5491,151.12
5492,151.12
5493,151.06
5494,151.06
5495,151.19
5496,151.19
5497,151.1
5498,151.11
5499,151.08
5500,151.02
5501,151.09
5502,151.19
5503,151.12
5504,151.09
5505,151.11
5506,151.11
5507,151.16
5508,151.25
5509,151.21
5510,151.14
5511,151.21
5512,151.17
5513,151.09
5514,151.17
5515,151.21
5516,151.09
5517,151.12
5518,151.16
5519,151.04
5520,151.1
5521,151.19
5522,151.13
5523,151.09
5524,151.11
5525,151.16
5526,151.16
5527,151.16
5528,151.14
5529,151.06
5530,151.09
5531,151.19
5532,151.16
5533,151.14
5534,151.19
5535,151.16
5536,151.14
5537,151.19
5538,151.23
5539,151.14
5540,151.12
5541,151.13
5542,151.09
5543,151.1
5544,151.19
5545,151.14
5546,151.09
5547,151.11
5548,151.1
5549,151.06
5550,151.1
5551,151.13
5552,151.06
5553,151.06
5554,151.1
5555,151.09
5556,151.1
5557,151.13
5558,151.1
5559,151.02
5560,151.08
5561,151.16
5562,151.16
5563,151.16
5564,151.17
5565,151.1
5566,151.02
5567,151.13
5568,151.16
5569,151.11
5570,151.14
5571,151.11
5572,151.03
5573,151.1
5574,151.19
5575,151.11
5576,151.13
5577,151.16
5578,151.08
5579,151.1
5580,151.23
5581,151.23
5582,151.19
5583,151.22
5584,151.19
5585,151.14
5586,151.24
5587,151.3
5588,151.19
5589,151.21
5590,151.27
5591,151.14
5592,151.03
5593,151.1
5594,151.1
5595,151.08
5596,151.16
5597,151.11
5598,151.02
5599,151.08
5600,151.1
5601,151.1
5602,151.12
5603,151.12
5604,151.04
5605,151.02
5606,151.06
5607,151.08
5608,151.06
5609,151.14
5610,151.25
5611,151.19
5612,151.14
5613,151.19
5614,151.21
5615,151.24
5616,151.27
5617,151.19
5618,151.13
5619,151.21
5620,151.21
5621,151.12
5622,151.19
5623,151.19
5624,151.08
5625,151.19
5626,151.21
5627,151.1
5628,151.09
5629,151.13
5630,151.09
5631,151.06
5632,151.16
5633,151.08
5634,150.98
5635,151.08
5636,151.14
5637,151.12
5638,151.14
5639,151.25
5640,151.22
5641,151.22
5642,151.3
5643,151.27
5644,151.21
5645,151.23
5646,151.24
5647,151.16
5648,151.13
5649,151.27
5650,151.23
5651,151.13
5652,151.17
5653,151.14
5654,151.1
5655,151.14
5656,151.1
5657,151.01
5658,151.03
5659,151.06
5660,151.03
5661,151.1
5662,151.17
5663,151.08
5664,151.06
5665,151.14
5666,151.16
5667,151.13
5668,151.17
5669,151.14
5670,151.08
5671,151.13
5672,151.17
5673,151.14
5674,151.16
5675,151.25
5676,151.21
5677,151.14
5678,151.21
5679,151.19
5680,151.12
5681,151.16
5682,151.21
5683,151.16
5684,151.16
5685,151.23
5686,151.16
5687,151.08
5688,151.13
5689,151.13
5690,151.11
5691,151.21
5692,151.24
5693,151.13
5694,151.12
5695,151.19
5696,151.14
5697,151.19
5698,151.23
5699,151.1
5700,151.08
5701,151.14
5702,151.12
5703,151.12
5704,151.21
5705,151.14
5706,151.06
5707,151.11
5708,151.13
5709,151.06
5710,151.1
5711,151.16
5712,151.04
5713,151.02
5714,151.12
5715,151.09
5716,151.08
5717,151.16
5718,151.17
5719,151.16
5720,151.22
5721,151.27
5722,151.24
5723,151.23
5724,151.24
5725,151.21
5726,151.19
5727,151.24
5728,151.22
5729,151.13
5730,151.17
5731,151.19
5732,151.16
5733,151.21
5734,151.16
5735,151.04
5736,151.04
5737,151.12
5738,151.11
5739,151.08
5740,151.16
5741,151.16
5742,151.06
5743,151.08
5744,151.11
5745,151.1
5746,151.14
5747,151.17
5748,151.1
5749,151.11
5750,151.21
5751,151.16
5752,151.11
5753,151.13
5754,151.11
5755,151.01
5756,151.04
5757,151.12
5758,151.04
5759,151.01
5760,151.08
5761,151.06
5762,151.02
5763,151.08
5764,151.12
5765,151.06
5766,151.1
5767,151.23
5768,151.16
5769,151.17
5770,151.14
5771,151.08
5772,151.17
5773,151.32
5774,151.27
5775,151.19
5776,151.27
5777,151.23
5778,151.19
5779,151.25
5780,151.23
5781,151.12
5782,151.09
5783,151.11
5784,151.1
5785,151.09
5786,151.13
5787,151.08
5788,151.0
5789,151.06
5790,151.11
5791,151.08
5792,151.06
5793,151.08
5794,151.03
5795,151.02
5796,151.12
5797,151.13
5798,151.12
5799,151.14
5800,151.12
5801,151.12
5802,151.19
5803,151.25
5804,151.13
5805,151.08
5806,151.09
5807,151.03
5808,151.11
5809,151.17
5810,151.12
5811,151.06
5812,151.06
5813,151.04
5814,151.0
5815,151.06
5816,151.08
5817,151.03
5818,151.06
5819,151.09
5820,151.06
5821,151.12
5822,151.16
5823,151.06
5824,151.03
5825,151.16
5826,151.19
5827,151.16
5828,151.21
5829,151.22
5830,151.13
5831,151.14
5832,151.27
5833,151.25
5834,151.19
5835,151.19
5836,151.16
5837,151.14
5838,151.23
5839,151.25
5840,151.16
5841,151.17
5842,151.19
5843,151.16
5844,151.19
5845,151.25
5846,151.1
5847,151.08
5848,151.13
5849,151.09
5850,151.09
5851,151.19
5852,151.16
5853,151.06
5854,151.13
5855,151.19
5856,151.09
5857,151.12
5858,151.22
5859,151.16
5860,151.09
5861,151.14
5862,151.19
5863,151.19
5864,151.22
5865,151.27
5866,151.16
5867,151.12
5868,151.23
5869,151.24
5870,151.21
5871,151.25
5872,151.22
5873,151.14
5874,151.24
5875,151.28
5876,151.22
5877,151.22
5878,151.17
5879,151.12
5880,151.21
5881,151.28
5882,151.19
5883,151.12
5884,151.19
5885,151.16
5886,151.16
5887,151.25
5888,151.19
5889,151.1
5890,151.14
5891,151.17
5892,151.12
5893,151.13
5894,151.25
5895,151.23
5896,151.14
5897,151.21
5898,151.22
5899,151.19
5900,151.25
5901,151.24
5902,151.14
5903,151.16
5904,151.3
5905,151.27
5906,151.21
5907,151.25
5908,151.23
5909,151.16
5910,151.19
5911,151.22
5912,151.13
5913,151.11
5914,151.11
5915,151.06
5916,151.16
5917,151.22
5918,151.12
5919,151.1
5920,151.14
5921,151.11
5922,151.1
5923,151.16
5924,151.16
5925,151.08
5926,151.1
5927,151.12
5928,151.08
5929,151.12
5930,151.17
5931,151.1
5932,151.1
5933,151.16
5934,151.16
5935,151.16
5936,151.19
5937,151.16
5938,151.06
5939,151.09
5940,151.12
5941,151.09
5942,151.16
5943,151.22
5944,151.16
5945,151.11
5946,151.19
5947,151.24
5948,151.16
5949,151.17
5950,151.24
5951,151.19
5952,151.13
5953,151.19
5954,151.14
5955,151.14
5956,151.23
5957,151.14
5958,151.09
5959,151.12
5960,151.11
5961,151.12
5962,151.19
5963,151.19
5964,151.06
5965,151.02
5966,151.03
5967,151.01
5968,151.1
5969,151.17
5970,151.06
5971,150.95
5972,151.03
5973,151.08
5974,151.08
5975,151.14
5976,151.09
5977,150.98
5978,150.98
5979,151.06
5980,151.08
5981,151.08
5982,151.13
5983,151.06
5984,151.04
5985,151.14
5986,151.12
5987,151.03
5988,151.12
5989,151.22
5990,151.16
5991,151.19
5992,151.25
5993,151.16
5994,151.1
5995,151.16
5996,151.14
5997,151.1
5998,151.21
5999,151.19
